75,2101644,gross,243.0
75,40756850,gross,1782.0
75,40756980,gross,919.0
75,40756987,gross,1782.0
75,40756907,gross,919.0
75,2102813,gross,36.0
75,2614743,gross,1645.0
75,2614838,gross,14.13
75,2614873,gross,16.0
75,2614899,gross,117.0
75,2614951,gross,45.0
75,2614951,gross,82.05
75,2614951,gross,1400.0
75,2614951,gross,24.0
75,2614951,gross,19.8
75,2614951,gross,17.5
75,2614959,gross,3482.5
75,2614959,gross,2450.0
75,2614959,gross,1750.0
75,2614959,gross,393.75
75,2614959,gross,438.0
75,2614959,gross,1523.0
75,2614959,gross,1047.0
75,2614959,gross,125.0
75,2614959,gross,250.0
75,2614959,gross,305.0
75,2614959,gross,1250.0
75,2614959,gross,1875.0
75,2614959,gross,2125.0
75,2614959,gross,4375.0
75,2614959,gross,1182.5
75,2615109,gross,29.0
75,2615154,gross,18.0
75,2615262,gross,29.88
75,2615309,gross,235.0
75,40664630,gross,1238.0
75,2615322,gross,195.0
75,2615322,gross,189.0
75,2615322,gross,53.0
75,2615322,gross,52.0
75,2615324,gross,204.0
75,2615324,gross,60.0
75,2615325,gross,48.0
75,2615325,gross,18.0
75,2615327,gross,82.0
75,2615327,gross,18.25
75,2615342,gross,3630.0
75,2615342,gross,1375.0
75,2615358,gross,155.25
75,2615358,gross,29.0
75,2615359,gross,97.2
75,2615359,gross,42.0
75,2615361,gross,356.9
75,2615362,gross,334.0
75,2615383,gross,570.0
75,2615383,gross,215.0
75,2615388,gross,136.95
75,2615388,gross,45.65
75,2615391,gross,3780.0
75,2615393,gross,220.0
75,2615394,gross,33.0
75,2615394,gross,134.05
75,2615740,gross,896.0
75,2615740,gross,823.2
75,2615740,gross,1008.0
75,2615740,gross,9577.4
75,2615740,gross,17876.6
75,2615740,gross,1400.0
75,2615740,gross,1645.0
75,2615740,gross,1383.2
75,2615740,gross,1488.2
75,2615740,gross,1575.0
75,2615740,gross,1190.0
75,2615740,gross,1068.2
75,2615740,gross,1523.2
75,2615740,gross,1208.2
75,2615740,gross,312.2
