7,42627913,max,27.898
7,46257430,max,745.032
7,42628641,max,758.3964
7,46257483,max,745.032
7,42628034,max,1406.0
7,724990,max,1124.8
7,724991,max,365.4416
7,724992,max,169.3564
7,724993,max,884.9068
7,724994,max,32.56
7,42739909,max,6646.0
7,724995,max,232.5672
7,724996,max,169.3564
7,926981,max,5732.04
7,724997,max,37.962
7,926982,max,5732.04
7,724998,max,37.962
7,724999,max,37.962
7,725001,max,299.5816
7,725002,max,167.4916
7,926983,max,37.962
7,2100698,max,3231.0
7,926984,max,37.962
7,926986,max,37.962
7,926987,max,37.962
7,926988,max,37.962
7,926989,max,27.898
7,926990,max,27.898
7,926991,max,27.898
7,926992,max,27.898
7,926994,max,27.898
7,926995,max,27.898
7,926996,max,27.898
7,926997,max,27.898
7,926998,max,27.898
7,926999,max,27.898
7,927000,max,21.1936
7,927001,max,2723.2
7,927002,max,2723.2
7,927003,max,54.7896
7,927004,max,27.6908
7,927005,max,330.558
7,927006,max,31.228
7,2100780,max,94.08
7,927007,max,31.228
7,927008,max,31.228
7,927009,max,31.228
7,927010,max,4016.6312
7,927011,max,245.2064
7,927012,max,5732.04
7,927013,max,5.6536
7,927014,max,365.2196
7,927015,max,5.6536
7,2100816,max,2750.0
7,927016,max,90.3096
7,2100822,max,2750.0
7,927017,max,50.0536
7,2100828,max,2750.0
7,927018,max,891.108
7,2100845,max,1142.0
7,927019,max,90.3096
7,2100847,max,1142.0
7,927020,max,4016.6312
7,927021,max,1361.6
7,2100877,max,191.1864
7,927023,max,196.1
7,927024,max,196.1
7,927025,max,433.5512
7,927026,max,57.202
7,709814,max,16.9904
7,709815,max,155.4592
7,709816,max,24.1832
7,709817,max,7.7996
7,709818,max,145.2028
7,709819,max,318.8364
7,709820,max,36.6448
7,709821,max,753.1276
7,709822,max,667.3468
7,2100934,max,4588.0
7,709823,max,667.3468
7,2100935,max,4588.0
7,709824,max,667.3468
7,709825,max,667.3468
7,709827,max,667.3468
7,2100954,max,2750.0
7,709828,max,667.3468
7,2100955,max,2750.0
7,709829,max,667.3468
7,709830,max,53.6204
7,709831,max,37.962
7,709832,max,37.962
7,709833,max,1734.9744
7,709834,max,32.56
7,709835,max,32.56
7,709836,max,27.898
7,2101017,max,1104.0
7,709838,max,30.2808
7,709839,max,4795.2
7,709840,max,4795.2
7,709841,max,5550.0
7,709842,max,5550.0
7,709843,max,448.9432
7,709844,max,4249.08
7,709845,max,90.3096
7,709846,max,5.6536
7,2101599,max,2377.0
7,709847,max,846.1456
7,709848,max,64.1284
7,709849,max,761.534
7,2101602,max,2377.0
7,709850,max,761.534
7,2101603,max,2533.0
7,709851,max,846.1456
7,2101604,max,82075.335
7,709852,max,846.1456
7,2101605,max,4588.0
7,709853,max,1187.4484
7,2101606,max,4588.0
7,709854,max,801.9528
7,709855,max,801.9528
7,709856,max,25.7964
7,2101610,max,47.064
7,709857,max,35.6828
7,2101611,max,47.064
7,709858,max,21.904
7,2101612,max,82.8208
7,709859,max,191.1864
7,2101613,max,47.064
7,709860,max,21.904
7,2101614,max,155.4592
7,709861,max,106.3084
7,709862,max,286.01
7,709863,max,64.1284
7,709864,max,387.8784
7,709865,max,191.1864
7,709866,max,64.1284
7,709867,max,169.3564
7,709868,max,21.0752
7,709869,max,4795.2
7,709870,max,35.6532
7,709871,max,5732.04
7,709872,max,10.064
7,709873,max,10.064
7,2101640,max,4415.0
7,709874,max,15.7176
7,709875,max,47.064
7,709876,max,16.5168
7,2101644,max,1104.0
7,709877,max,16.5168
7,709878,max,27.5132
7,709879,max,27.5132
7,709880,max,3334.3364
7,709881,max,1187.4484
7,709882,max,1240.7284
7,709883,max,1240.7284
7,709884,max,5732.04
7,709885,max,801.9528
7,709886,max,801.9528
7,709887,max,2960.0
7,709888,max,418.6624
7,709889,max,3334.3364
7,742195,max,155.4592
7,742196,max,64.1284
7,742197,max,64.1284
7,742198,max,64.1284
7,742199,max,32.56
7,742200,max,32.56
7,742201,max,90.3096
7,742202,max,32.56
7,742203,max,32.56
7,742204,max,32.56
7,742205,max,90.3096
7,742206,max,32.56
7,742207,max,846.1456
7,742191,max,30.2808
7,742208,max,5732.04
7,742209,max,202.76
7,742210,max,202.76
7,742211,max,1716.8
7,742212,max,1154.4
7,742213,max,999.592
7,742214,max,564.916
7,742215,max,949.938
7,742216,max,1046.3896
7,742217,max,999.592
7,2101713,max,2750.0
7,2101714,max,2750.0
7,2101719,max,2750.0
7,2101726,max,2533.0
7,2101732,max,6121.0
7,2101733,max,1053.0
7,2101740,max,17.9136
7,2101743,max,17.9136
7,2101759,max,2261.82
7,2101766,max,3509.0
7,2101779,max,1142.0
7,2101785,max,5316.0
7,2101805,max,2750.0
7,2101816,max,2750.0
7,2101818,max,155.4592
7,2101826,max,4415.0
7,2101827,max,4588.0
7,2101828,max,2750.0
7,40756937,max,1142.0
7,40757000,max,1142.0
7,40757079,max,47.064
7,40756957,max,47.064
7,40756849,max,47.064
7,40756994,max,47.064
7,40756864,max,201.7536
7,40757034,max,1521.0
7,40756998,max,1142.0
7,40757043,max,1142.0
7,40756871,max,1521.0
7,40757136,max,1142.0
7,40756883,max,1142.0
7,40756821,max,2750.0
7,40757075,max,2750.0
7,40756902,max,4588.0
7,40756823,max,1142.0
7,40756850,max,1521.0
7,40756980,max,1142.0
7,40756987,max,1521.0
7,40756907,max,1142.0
7,40756831,max,1142.0
7,40756834,max,7042.0082
7,40756881,max,2750.0
7,40756880,max,7042.0082
7,40757009,max,7042.0082
7,40756966,max,10733.6613
7,40756953,max,1053.0
7,40756873,max,1053.0
7,40757111,max,3509.0
7,40756990,max,5316.0
7,40757028,max,2750.0
7,40756876,max,2750.0
7,42742455,max,2533.0
7,42742456,max,5316.0
7,42742457,max,5316.0
7,42742458,max,5316.0
7,42742459,max,2750.0
7,42742460,max,3509.0
7,42742461,max,12307.1563
7,42742462,max,6646.0
7,42742463,max,3509.0
7,42742464,max,3509.0
7,42742465,max,201.7536
7,42742466,max,201.7536
7,42742467,max,6646.0
7,42742468,max,6646.0
7,42742471,max,1142.0
7,42742474,max,2533.0
7,42742475,max,6121.0
7,42742476,max,6121.0
7,42742477,max,2533.0
7,42742481,max,3231.0
7,42742482,max,1053.0
7,42742483,max,1142.0
7,43527880,max,1053.0
7,43527881,max,1053.0
7,43527882,max,2750.0
7,43527883,max,2750.0
7,43527885,max,155.4592
7,43527886,max,155.4592
7,43527888,max,1142.0
7,43527889,max,1142.0
7,43527890,max,3509.0
7,43528034,max,6646.0
7,43528035,max,6646.0
7,43528036,max,6646.0
7,43528039,max,4588.0
7,43527872,max,11766.0643
7,43528040,max,2750.0
7,43528043,max,18687.4993
7,43528044,max,4588.0
7,43528045,max,4588.0
7,43528046,max,4588.0
7,43528047,max,12307.1563
7,43528048,max,1142.0
7,44816462,max,30.528
7,44816463,max,1154.5728
7,44816464,max,1154.5728
7,44816467,max,4588.0
7,44816468,max,6121.0
7,44816470,max,4588.0
